barrier_sequence,sequence_length,barrier_changes,reward_path_lengths,choice_points
"[frozenset({np.int64(37), np.int64(7), np.int64(40), np.int64(18), np.int64(20), np.int64(22), np.int64(25), np.int64(26), np.int64(28)}), frozenset({37, 7, 40, 15, 18, 20, 22, 25, 28}), frozenset({37, 7, 40, 46, 15, 18, 20, 25, 28}), frozenset({37, 7, 40, 46, 18, 20, 21, 25, 28})]",4,"[[np.int64(26), 15], [22, 46], [15, 21]]","[[21, 17, 15], [17, 19, 15], [15, 19, 17], [23, 17, 17]]","[{29}, {36}, {26}, {29}]"
"[frozenset({np.int64(32), np.int64(35), np.int64(37), np.int64(9), np.int64(11), np.int64(45), np.int64(16), np.int64(21), np.int64(23)}), frozenset({32, 35, 37, 9, 11, 45, 20, 21, 23}), frozenset({32, 37, 9, 11, 45, 20, 21, 23, 29})]",3,"[[np.int64(16), 20], [35, 29]]","[[19, 23, 17], [19, 17, 25], [19, 21, 15]]","[{36}, {13}, {36}]"
"[frozenset({np.int64(37), np.int64(39), np.int64(9), np.int64(42), np.int64(13), np.int64(18), np.int64(19), np.int64(25), np.int64(30)}), frozenset({37, 39, 42, 13, 14, 18, 19, 25, 30}), frozenset({37, 39, 42, 13, 14, 18, 19, 24, 30})]",3,"[[np.int64(9), 14], [25, 24]]","[[15, 21, 19], [23, 15, 19], [17, 23, 19]]","[{26}, {29}, {26}]"
"[frozenset({np.int64(37), np.int64(41), np.int64(10), np.int64(11), np.int64(15), np.int64(18), np.int64(20), np.int64(25), np.int64(29)}), frozenset({37, 41, 10, 11, 15, 18, 25, 29, 31}), frozenset({37, 41, 10, 9, 15, 18, 25, 29, 31}), frozenset({37, 41, 10, 9, 15, 18, 23, 25, 29})]",4,"[[np.int64(20), 31], [11, 9], [31, 23]]","[[17, 21, 17], [17, 15, 19], [15, 17, 19], [15, 19, 17]]","[{26}, {16}, {17}, {26}]"
"[frozenset({np.int64(7), np.int64(9), np.int64(42), np.int64(44), np.int64(17), np.int64(22), np.int64(24), np.int64(28), np.int64(30)}), frozenset({7, 9, 42, 44, 17, 20, 22, 28, 30}), frozenset({7, 9, 42, 44, 13, 20, 22, 28, 30}), frozenset({7, 9, 42, 44, 13, 22, 26, 28, 30})]",4,"[[np.int64(24), 20], [17, 13], [20, 26]]","[[17, 23, 17], [23, 17, 17], [15, 21, 17], [23, 17, 17]]","[{31}, {29}, {31}, {29}]"
"[frozenset({np.int64(34), np.int64(37), np.int64(41), np.int64(13), np.int64(45), np.int64(17), np.int64(18), np.int64(19), np.int64(25)}), frozenset({34, 37, 41, 13, 45, 16, 18, 19, 25}), frozenset({34, 37, 45, 13, 16, 18, 19, 25, 27}), frozenset({34, 37, 13, 45, 18, 19, 25, 27, 31})]",4,"[[np.int64(17), 16], [41, 27], [16, 31]]","[[21, 17, 17], [15, 19, 17], [17, 19, 15], [19, 17, 15]]","[{35}, {26}, {36}, {35}]"
"[frozenset({np.int64(39), np.int64(8), np.int64(42), np.int64(12), np.int64(46), np.int64(21), np.int64(27), np.int64(29), np.int64(30)}), frozenset({39, 8, 42, 12, 46, 21, 24, 27, 30}), frozenset({36, 39, 8, 42, 12, 46, 21, 24, 27})]",3,"[[np.int64(29), 24], [30, 36]]","[[17, 15, 21], [17, 23, 17], [17, 17, 23]]","[{13}, {31}, {13}]"
"[frozenset({np.int64(36), np.int64(7), np.int64(40), np.int64(11), np.int64(14), np.int64(17), np.int64(20), np.int64(28), np.int64(31)}), frozenset({36, 7, 40, 11, 14, 20, 25, 28, 31}), frozenset({7, 40, 11, 14, 20, 25, 27, 28, 31}), frozenset({35, 7, 40, 11, 14, 20, 27, 28, 31})]",4,"[[np.int64(17), 25], [36, 27], [25, 35]]","[[23, 17, 17], [15, 17, 21], [21, 17, 15], [17, 17, 23]]","[{29}, {13}, {29}, {13}]"
"[frozenset({np.int64(7), np.int64(39), np.int64(42), np.int64(46), np.int64(20), np.int64(22), np.int64(23), np.int64(26), np.int64(30)}), frozenset({39, 7, 42, 13, 46, 20, 22, 23, 30}), frozenset({39, 7, 42, 13, 46, 22, 23, 26, 30})]",3,"[[np.int64(26), 13], [20, 26]]","[[23, 17, 17], [15, 21, 17], [23, 17, 17]]","[{29}, {31}, {29}]"
"[frozenset({np.int64(7), np.int64(40), np.int64(14), np.int64(18), np.int64(20), np.int64(22), np.int64(25), np.int64(28), np.int64(31)}), frozenset({7, 40, 46, 14, 18, 20, 25, 28, 31}), frozenset({7, 40, 14, 46, 17, 18, 20, 28, 31})]",3,"[[np.int64(22), 46], [25, 17]]","[[21, 17, 15], [15, 17, 21], [23, 17, 17]]","[{29}, {13}, {29}]"
"[frozenset({np.int64(37), np.int64(8), np.int64(41), np.int64(10), np.int64(15), np.int64(18), np.int64(23), np.int64(25), np.int64(29)}), frozenset({37, 8, 41, 10, 15, 18, 25, 29, 30}), frozenset({37, 7, 41, 10, 15, 18, 25, 29, 30}), frozenset({37, 7, 41, 10, 15, 18, 24, 25, 29})]",4,"[[np.int64(23), 30], [8, 7], [30, 24]]","[[17, 21, 17], [17, 15, 19], [15, 17, 19], [15, 19, 17]]","[{26}, {16}, {17}, {26}]"
"[frozenset({np.int64(32), np.int64(35), np.int64(7), np.int64(40), np.int64(10), np.int64(18), np.int64(20), np.int64(28), np.int64(31)}), frozenset({32, 7, 40, 10, 18, 20, 25, 28, 31}), frozenset({36, 7, 40, 10, 18, 20, 25, 28, 31})]",3,"[[np.int64(35), 25], [32, 36]]","[[17, 19, 23], [23, 19, 15], [15, 19, 21]]","[{17}, {29}, {17}]"
"[frozenset({np.int64(34), np.int64(37), np.int64(41), np.int64(10), np.int64(13), np.int64(18), np.int64(19), np.int64(20), np.int64(25)}), frozenset({34, 37, 8, 41, 10, 13, 18, 19, 25}), frozenset({34, 37, 8, 41, 10, 18, 19, 25, 31}), frozenset({34, 37, 8, 41, 10, 18, 19, 24, 25})]",4,"[[np.int64(20), 8], [13, 31], [31, 24]]","[[15, 19, 17], [21, 17, 17], [17, 17, 21], [17, 21, 17]]","[{26}, {35}, {16}, {26}]"
"[frozenset({np.int64(32), np.int64(39), np.int64(8), np.int64(12), np.int64(46), np.int64(16), np.int64(21), np.int64(27), np.int64(29)}), frozenset({32, 39, 8, 12, 46, 21, 27, 29, 30}), frozenset({32, 39, 8, 12, 46, 21, 24, 27, 30}), frozenset({32, 36, 39, 8, 12, 46, 21, 24, 27})]",4,"[[np.int64(16), 30], [29, 24], [30, 36]]","[[17, 23, 17], [17, 15, 21], [17, 23, 17], [17, 17, 23]]","[{31}, {13}, {31}, {13}]"
"[frozenset({np.int64(32), np.int64(34), np.int64(37), np.int64(10), np.int64(45), np.int64(18), np.int64(19), np.int64(24), np.int64(25)}), frozenset({34, 37, 10, 42, 45, 18, 19, 24, 25}), frozenset({34, 37, 10, 42, 45, 18, 19, 21, 25})]",3,"[[np.int64(32), 42], [24, 21]]","[[17, 19, 15], [15, 19, 17], [21, 17, 17]]","[{36}, {26}, {35}]"
"[frozenset({np.int64(37), np.int64(7), np.int64(40), np.int64(11), np.int64(20), np.int64(22), np.int64(24), np.int64(25), np.int64(28)}), frozenset({37, 7, 40, 11, 20, 22, 25, 26, 28}), frozenset({35, 37, 7, 40, 11, 20, 22, 26, 28})]",3,"[[np.int64(24), 26], [25, 35]]","[[17, 19, 15], [21, 17, 15], [17, 17, 23]]","[{36}, {29}, {13}]"
"[frozenset({np.int64(34), np.int64(42), np.int64(11), np.int64(44), np.int64(13), np.int64(15), np.int64(22), np.int64(25), np.int64(30)}), frozenset({34, 9, 42, 44, 13, 15, 22, 25, 30}), frozenset({34, 9, 42, 44, 13, 15, 22, 26, 30})]",3,"[[np.int64(11), 9], [25, 26]]","[[21, 15, 19], [15, 23, 19], [23, 17, 19]]","[{24}, {31}, {24}]"
"[frozenset({7, 39, 9, 46, 14, 17, 20, 23, 31}), frozenset({7, 39, 9, 46, 14, 20, 23, 30, 31}), frozenset({7, 39, 9, 14, 46, 20, 23, 26, 30}), frozenset({35, 7, 39, 9, 46, 14, 20, 23, 26})]",4,"[[17, 30], [31, 26], [30, 35]]","[[23, 17, 17], [15, 17, 21], [23, 17, 17], [17, 17, 23]]","[{29}, {13}, {29}, {13}]"
"[frozenset({np.int64(34), np.int64(36), np.int64(40), np.int64(10), np.int64(12), np.int64(15), np.int64(18), np.int64(25), np.int64(31)}), frozenset({34, 36, 8, 40, 10, 15, 18, 25, 31}), frozenset({32, 34, 8, 40, 10, 15, 18, 25, 31})]",3,"[[np.int64(12), 8], [36, 32]]","[[15, 17, 19], [17, 15, 19], [19, 15, 17]]","[{17}, {16}, {24}]"
"[frozenset({np.int64(34), np.int64(37), np.int64(45), np.int64(13), np.int64(15), np.int64(16), np.int64(22), np.int64(23), np.int64(25)}), frozenset({34, 37, 13, 45, 15, 22, 23, 25, 26}), frozenset({34, 37, 40, 45, 13, 15, 22, 25, 26}), frozenset({34, 37, 7, 40, 13, 45, 15, 22, 25})]",4,"[[np.int64(16), 26], [23, 40], [26, 7]]","[[17, 19, 15], [19, 17, 15], [19, 15, 17], [17, 21, 17]]","[{36}, {35}, {24}, {36}]"
"[frozenset({np.int64(32), np.int64(34), np.int64(36), np.int64(8), np.int64(41), np.int64(12), np.int64(45), np.int64(21), np.int64(24)}), frozenset({32, 34, 8, 41, 12, 45, 21, 24, 25}), frozenset({32, 34, 35, 8, 41, 12, 45, 21, 25}), frozenset({32, 34, 35, 8, 41, 12, 45, 16, 21})]",4,"[[np.int64(36), 25], [24, 35], [25, 16]]","[[17, 17, 23], [17, 21, 15], [17, 15, 21], [17, 23, 17]]","[{13}, {31}, {13}, {31}]"
"[frozenset({np.int64(37), np.int64(7), np.int64(40), np.int64(14), np.int64(20), np.int64(23), np.int64(25), np.int64(26), np.int64(28)}), frozenset({36, 37, 7, 40, 14, 20, 23, 25, 28}), frozenset({36, 37, 7, 40, 14, 17, 20, 23, 28})]",3,"[[np.int64(26), 36], [25, 17]]","[[21, 17, 15], [15, 17, 21], [23, 17, 17]]","[{29}, {13}, {29}]"
"[frozenset({np.int64(32), np.int64(34), np.int64(36), np.int64(8), np.int64(41), np.int64(9), np.int64(15), np.int64(21), np.int64(23)}), frozenset({32, 34, 8, 9, 41, 15, 20, 21, 23}), frozenset({32, 34, 8, 9, 41, 20, 21, 23, 26})]",3,"[[np.int64(36), 20], [15, 26]]","[[17, 17, 23], [17, 21, 15], [21, 19, 15]]","[{13}, {31}, {35}]"
"[frozenset({np.int64(34), np.int64(8), np.int64(44), np.int64(12), np.int64(46), np.int64(18), np.int64(21), np.int64(27), np.int64(30)}), frozenset({34, 8, 44, 12, 46, 16, 21, 27, 30}), frozenset({34, 8, 12, 44, 46, 21, 27, 29, 30}), frozenset({34, 8, 44, 12, 46, 16, 21, 27, 29})]",4,"[[np.int64(18), 16], [16, 29], [30, 16]]","[[21, 15, 19], [17, 25, 19], [17, 15, 21], [17, 23, 17]]","[{24}, {31}, {13}, {31}]"
"[frozenset({np.int64(32), np.int64(7), np.int64(40), np.int64(11), np.int64(20), np.int64(21), np.int64(23), np.int64(28), np.int64(31)}), frozenset({32, 36, 7, 40, 11, 20, 21, 23, 28}), frozenset({32, 36, 7, 40, 11, 17, 20, 23, 28})]",3,"[[np.int64(31), 36], [21, 17]]","[[21, 17, 15], [17, 17, 23], [23, 17, 17]]","[{29}, {13}, {29}]"
"[frozenset({np.int64(37), np.int64(7), np.int64(40), np.int64(44), np.int64(46), np.int64(14), np.int64(20), np.int64(28), np.int64(30)}), frozenset({37, 7, 44, 46, 15, 14, 20, 28, 30}), frozenset({37, 7, 44, 46, 14, 17, 20, 28, 30})]",3,"[[np.int64(40), 15], [15, 17]]","[[15, 17, 21], [15, 21, 19], [25, 17, 19]]","[{13}, {26}, {29}]"
"[frozenset({np.int64(32), np.int64(34), np.int64(35), np.int64(8), np.int64(40), np.int64(12), np.int64(45), np.int64(21), np.int64(25)}), frozenset({32, 34, 8, 40, 12, 45, 21, 25, 31}), frozenset({32, 34, 8, 12, 45, 21, 23, 25, 31}), frozenset({32, 34, 8, 12, 45, 21, 23, 25, 30})]",4,"[[np.int64(35), 31], [40, 23], [31, 30]]","[[17, 15, 21], [19, 15, 17], [19, 17, 15], [17, 17, 23]]","[{13}, {24}, {35}, {13}]"
"[frozenset({np.int64(7), np.int64(39), np.int64(42), np.int64(13), np.int64(18), np.int64(20), np.int64(22), np.int64(23), np.int64(30)}), frozenset({7, 39, 42, 17, 18, 20, 22, 23, 30}), frozenset({7, 39, 42, 17, 18, 22, 23, 24, 30})]",3,"[[np.int64(13), 17], [20, 24]]","[[15, 21, 17], [23, 17, 17], [17, 23, 17]]","[{31}, {29}, {31}]"
"[frozenset({np.int64(35), np.int64(7), np.int64(40), np.int64(9), np.int64(14), np.int64(20), np.int64(25), np.int64(28), np.int64(31)}), frozenset({32, 7, 40, 9, 14, 20, 25, 28, 31}), frozenset({32, 35, 7, 40, 9, 14, 20, 28, 31})]",3,"[[np.int64(35), 32], [25, 35]]","[[15, 17, 21], [21, 17, 15], [17, 17, 23]]","[{13}, {29}, {13}]"
"[frozenset({np.int64(35), np.int64(7), np.int64(10), np.int64(42), np.int64(44), np.int64(20), np.int64(22), np.int64(23), np.int64(26)}), frozenset({7, 10, 42, 44, 20, 22, 23, 26, 30}), frozenset({7, 10, 42, 44, 13, 20, 22, 23, 30}), frozenset({7, 10, 42, 44, 13, 22, 23, 26, 30})]",4,"[[np.int64(35), 30], [26, 13], [20, 26]]","[[17, 19, 23], [25, 19, 17], [15, 21, 17], [23, 17, 17]]","[{17}, {29}, {31}, {29}]"
"[frozenset({np.int64(32), np.int64(39), np.int64(8), np.int64(46), np.int64(19), np.int64(21), np.int64(24), np.int64(27), np.int64(30)}), frozenset({32, 39, 8, 13, 46, 19, 21, 27, 30}), frozenset({32, 39, 8, 13, 46, 19, 24, 27, 30})]",3,"[[np.int64(24), 13], [21, 24]]","[[17, 23, 17], [21, 15, 17], [17, 23, 17]]","[{31}, {29}, {31}]"
"[frozenset({np.int64(34), np.int64(37), np.int64(7), np.int64(40), np.int64(10), np.int64(15), np.int64(18), np.int64(25), np.int64(29)}), frozenset({34, 37, 40, 10, 11, 15, 18, 25, 29}), frozenset({34, 37, 40, 10, 11, 13, 15, 18, 25})]",3,"[[np.int64(7), 11], [29, 13]]","[[15, 17, 19], [17, 15, 19], [19, 15, 17]]","[{17}, {16}, {24}]"
"[frozenset({np.int64(39), np.int64(42), np.int64(13), np.int64(19), np.int64(20), np.int64(22), np.int64(25), np.int64(27), np.int64(30)}), frozenset({39, 42, 11, 13, 19, 22, 25, 27, 30}), frozenset({39, 42, 11, 13, 19, 22, 24, 27, 30})]",3,"[[np.int64(20), 11], [25, 24]]","[[15, 21, 17], [21, 15, 17], [17, 23, 17]]","[{31}, {29}, {31}]"
"[frozenset({np.int64(32), np.int64(39), np.int64(8), np.int64(41), np.int64(12), np.int64(16), np.int64(21), np.int64(27), np.int64(29)}), frozenset({32, 39, 8, 41, 12, 21, 25, 27, 29}), frozenset({32, 8, 41, 12, 21, 25, 27, 28, 29}), frozenset({32, 36, 8, 41, 12, 21, 27, 28, 29})]",4,"[[np.int64(16), 25], [39, 28], [25, 36]]","[[17, 23, 17], [17, 15, 21], [17, 21, 15], [17, 17, 23]]","[{31}, {13}, {31}, {13}]"
"[frozenset({np.int64(32), np.int64(36), np.int64(7), np.int64(41), np.int64(9), np.int64(11), np.int64(21), np.int64(28), np.int64(29)}), frozenset({32, 7, 41, 9, 11, 20, 21, 28, 29}), frozenset({32, 35, 7, 9, 41, 11, 20, 21, 28}), frozenset({32, 35, 7, 9, 41, 11, 16, 21, 28})]",4,"[[np.int64(36), 20], [29, 35], [20, 16]]","[[17, 17, 23], [17, 21, 15], [17, 17, 23], [17, 23, 17]]","[{13}, {31}, {13}, {31}]"
"[frozenset({np.int64(7), np.int64(44), np.int64(14), np.int64(46), np.int64(17), np.int64(18), np.int64(20), np.int64(28), np.int64(31)}), frozenset({7, 44, 14, 46, 18, 20, 28, 30, 31}), frozenset({7, 44, 14, 46, 18, 20, 26, 28, 30}), frozenset({35, 7, 44, 14, 46, 18, 20, 26, 28})]",4,"[[np.int64(17), 30], [31, 26], [30, 35]]","[[23, 17, 17], [15, 17, 21], [23, 17, 17], [17, 17, 23]]","[{29}, {13}, {29}, {13}]"
"[frozenset({np.int64(39), np.int64(8), np.int64(10), np.int64(42), np.int64(19), np.int64(20), np.int64(22), np.int64(27), np.int64(30)}), frozenset({39, 8, 10, 42, 19, 21, 22, 27, 30}), frozenset({36, 39, 8, 42, 10, 19, 21, 27, 30})]",3,"[[np.int64(20), 21], [22, 36]]","[[17, 23, 17], [21, 15, 17], [19, 15, 21]]","[{31}, {29}, {16}]"
"[frozenset({np.int64(9), np.int64(42), np.int64(44), np.int64(46), np.int64(17), np.int64(22), np.int64(23), np.int64(24), np.int64(30)}), frozenset({9, 42, 44, 46, 17, 20, 22, 23, 30}), frozenset({9, 42, 44, 13, 46, 20, 22, 23, 30}), frozenset({9, 42, 44, 13, 46, 22, 23, 26, 30})]",4,"[[np.int64(24), 20], [17, 13], [20, 26]]","[[17, 23, 17], [23, 17, 17], [15, 21, 17], [23, 17, 17]]","[{31}, {29}, {31}, {29}]"
"[frozenset({np.int64(7), np.int64(40), np.int64(11), np.int64(46), np.int64(18), np.int64(20), np.int64(25), np.int64(28), np.int64(31)}), frozenset({7, 40, 11, 18, 20, 22, 25, 28, 31}), frozenset({35, 7, 40, 11, 18, 20, 22, 28, 31})]",3,"[[np.int64(46), 22], [25, 35]]","[[15, 17, 21], [21, 17, 15], [17, 17, 23]]","[{13}, {29}, {13}]"
"[frozenset({np.int64(39), np.int64(10), np.int64(11), np.int64(42), np.int64(19), np.int64(21), np.int64(26), np.int64(27), np.int64(30)}), frozenset({39, 10, 11, 42, 19, 21, 24, 27, 30}), frozenset({39, 10, 11, 42, 45, 19, 21, 27, 30})]",3,"[[np.int64(26), 24], [24, 45]]","[[21, 15, 17], [19, 25, 17], [19, 15, 21]]","[{29}, {31}, {16}]"
"[frozenset({np.int64(37), np.int64(7), np.int64(40), np.int64(14), np.int64(18), np.int64(20), np.int64(25), np.int64(26), np.int64(28)}), frozenset({36, 37, 7, 40, 14, 18, 20, 25, 28}), frozenset({36, 37, 7, 40, 14, 17, 18, 20, 28})]",3,"[[np.int64(26), 36], [25, 17]]","[[21, 17, 15], [15, 17, 21], [23, 17, 17]]","[{29}, {13}, {29}]"
"[frozenset({np.int64(34), np.int64(8), np.int64(42), np.int64(12), np.int64(44), np.int64(16), np.int64(21), np.int64(27), np.int64(29)}), frozenset({34, 8, 42, 12, 44, 21, 27, 29, 30}), frozenset({34, 8, 42, 12, 44, 18, 21, 27, 30}), frozenset({34, 8, 42, 12, 44, 16, 21, 27, 30})]",4,"[[np.int64(16), 30], [29, 18], [18, 16]]","[[17, 23, 17], [17, 15, 21], [21, 15, 19], [17, 25, 19]]","[{31}, {13}, {24}, {31}]"
"[frozenset({np.int64(34), np.int64(7), np.int64(45), np.int64(14), np.int64(20), np.int64(23), np.int64(25), np.int64(26), np.int64(31)}), frozenset({34, 36, 7, 45, 14, 20, 23, 25, 31}), frozenset({34, 36, 7, 45, 14, 17, 20, 23, 31})]",3,"[[np.int64(26), 36], [25, 17]]","[[21, 19, 15], [15, 19, 23], [23, 19, 17]]","[{35}, {13}, {35}]"
"[frozenset({np.int64(32), np.int64(34), np.int64(36), np.int64(9), np.int64(41), np.int64(11), np.int64(21), np.int64(23), np.int64(29)}), frozenset({32, 34, 41, 9, 11, 20, 21, 23, 29}), frozenset({32, 34, 9, 41, 11, 18, 20, 21, 23}), frozenset({32, 34, 36, 41, 9, 11, 20, 21, 23})]",4,"[[np.int64(36), 20], [29, 18], [18, 36]]","[[17, 17, 23], [17, 21, 15], [21, 19, 15], [17, 19, 25]]","[{13}, {31}, {35}, {13}]"
"[frozenset({np.int64(34), np.int64(37), np.int64(40), np.int64(9), np.int64(10), np.int64(15), np.int64(22), np.int64(25), np.int64(30)}), frozenset({34, 37, 40, 9, 10, 15, 22, 25, 26}), frozenset({34, 37, 40, 9, 10, 13, 15, 22, 25}), frozenset({34, 37, 40, 10, 13, 15, 21, 22, 25})]",4,"[[np.int64(30), 26], [26, 13], [9, 21]]","[[17, 17, 21], [21, 17, 17], [17, 21, 17], [19, 15, 17]]","[{17}, {24}, {36}, {24}]"
"[frozenset({np.int64(34), np.int64(37), np.int64(10), np.int64(42), np.int64(12), np.int64(45), np.int64(18), np.int64(24), np.int64(25)}), frozenset({34, 37, 10, 12, 45, 18, 24, 25, 27}), frozenset({34, 37, 10, 12, 45, 18, 25, 27, 30})]",3,"[[np.int64(42), 27], [24, 30]]","[[15, 19, 17], [17, 19, 15], [17, 17, 21]]","[{26}, {36}, {17}]"
"[frozenset({np.int64(34), np.int64(37), np.int64(39), np.int64(10), np.int64(45), np.int64(14), np.int64(15), np.int64(17), np.int64(25)}), frozenset({34, 37, 10, 45, 14, 15, 17, 25, 28}), frozenset({34, 36, 37, 10, 45, 14, 15, 25, 28})]",3,"[[np.int64(39), 28], [17, 36]]","[[19, 15, 17], [19, 17, 15], [17, 17, 21]]","[{24}, {35}, {16}]"
"[frozenset({np.int64(7), np.int64(42), np.int64(44), np.int64(17), np.int64(18), np.int64(22), np.int64(24), np.int64(28), np.int64(30)}), frozenset({7, 42, 44, 17, 18, 20, 22, 28, 30}), frozenset({7, 42, 44, 13, 18, 20, 22, 28, 30}), frozenset({7, 42, 44, 13, 18, 22, 26, 28, 30})]",4,"[[np.int64(24), 20], [17, 13], [20, 26]]","[[17, 23, 17], [23, 17, 17], [15, 21, 17], [23, 17, 17]]","[{31}, {29}, {31}, {29}]"
"[frozenset({np.int64(32), np.int64(36), np.int64(7), np.int64(40), np.int64(11), np.int64(45), np.int64(17), np.int64(20), np.int64(28)}), frozenset({32, 36, 7, 40, 11, 45, 20, 21, 28}), frozenset({32, 7, 40, 11, 45, 20, 21, 28, 31}), frozenset({32, 35, 7, 40, 11, 45, 20, 28, 31})]",4,"[[np.int64(17), 21], [36, 31], [21, 35]]","[[23, 17, 17], [17, 17, 23], [21, 17, 15], [17, 17, 23]]","[{29}, {13}, {29}, {13}]"
"[frozenset({np.int64(32), np.int64(34), np.int64(8), np.int64(41), np.int64(12), np.int64(45), np.int64(21), np.int64(24), np.int64(25)}), frozenset({32, 34, 35, 8, 41, 12, 45, 21, 25}), frozenset({32, 34, 35, 8, 41, 12, 45, 16, 21})]",3,"[[np.int64(24), 35], [25, 16]]","[[17, 21, 15], [17, 15, 21], [17, 23, 17]]","[{31}, {13}, {31}]"
"[frozenset({np.int64(39), np.int64(8), np.int64(46), np.int64(15), np.int64(16), np.int64(19), np.int64(26), np.int64(27), np.int64(30)}), frozenset({39, 8, 46, 15, 16, 19, 21, 27, 30}), frozenset({39, 8, 13, 46, 15, 19, 21, 27, 30}), frozenset({39, 8, 13, 46, 15, 19, 24, 27, 30})]",4,"[[np.int64(26), 21], [16, 13], [21, 24]]","[[23, 17, 17], [17, 23, 17], [21, 15, 17], [17, 23, 17]]","[{29}, {31}, {29}, {31}]"
"[frozenset({np.int64(37), np.int64(7), np.int64(40), np.int64(42), np.int64(13), np.int64(18), np.int64(20), np.int64(25), np.int64(28)}), frozenset({32, 37, 7, 40, 13, 18, 20, 25, 28}), frozenset({32, 37, 7, 40, 18, 20, 25, 28, 31})]",3,"[[np.int64(42), 32], [13, 31]]","[[15, 19, 17], [17, 19, 15], [21, 17, 15]]","[{26}, {36}, {29}]"
"[frozenset({35, 39, 9, 10, 42, 20, 22, 23, 26}), frozenset({39, 9, 10, 42, 20, 22, 23, 26, 30}), frozenset({39, 9, 10, 42, 16, 20, 22, 23, 30}), frozenset({39, 9, 42, 10, 16, 22, 23, 26, 30})]",4,"[[35, 30], [26, 16], [20, 26]]","[[17, 19, 23], [25, 19, 17], [15, 21, 17], [23, 17, 17]]","[{17}, {29}, {31}, {29}]"
"[frozenset({np.int64(34), np.int64(36), np.int64(37), np.int64(41), np.int64(10), np.int64(46), np.int64(14), np.int64(19), np.int64(25)}), frozenset({34, 37, 41, 10, 46, 14, 19, 24, 25}), frozenset({34, 37, 41, 10, 13, 14, 46, 19, 25})]",3,"[[np.int64(36), 24], [24, 13]]","[[17, 17, 21], [17, 21, 17], [21, 17, 17]]","[{16}, {26}, {35}]"
"[frozenset({np.int64(32), np.int64(34), np.int64(7), np.int64(45), np.int64(14), np.int64(20), np.int64(25), np.int64(28), np.int64(31)}), frozenset({34, 7, 45, 46, 14, 20, 25, 28, 31}), frozenset({34, 7, 45, 14, 46, 17, 20, 28, 31})]",3,"[[np.int64(32), 46], [25, 17]]","[[21, 19, 15], [15, 19, 23], [23, 19, 17]]","[{35}, {13}, {35}]"
"[frozenset({np.int64(35), np.int64(7), np.int64(40), np.int64(14), np.int64(18), np.int64(20), np.int64(26), np.int64(28), np.int64(31)}), frozenset({7, 40, 14, 18, 20, 25, 26, 28, 31}), frozenset({7, 40, 46, 14, 18, 20, 25, 28, 31}), frozenset({7, 40, 14, 46, 17, 18, 20, 28, 31})]",4,"[[np.int64(35), 25], [26, 46], [25, 17]]","[[17, 17, 23], [21, 17, 15], [15, 17, 21], [23, 17, 17]]","[{13}, {29}, {13}, {29}]"
"[frozenset({np.int64(7), np.int64(44), np.int64(46), np.int64(14), np.int64(18), np.int64(20), np.int64(28), np.int64(30), np.int64(31)}), frozenset({7, 44, 14, 46, 18, 20, 26, 28, 30}), frozenset({35, 7, 44, 14, 46, 18, 20, 26, 28})]",3,"[[np.int64(31), 26], [30, 35]]","[[15, 17, 21], [23, 17, 17], [17, 17, 23]]","[{13}, {29}, {13}]"
"[frozenset({np.int64(39), np.int64(10), np.int64(11), np.int64(46), np.int64(14), np.int64(19), np.int64(21), np.int64(27), np.int64(30)}), frozenset({39, 41, 10, 11, 46, 19, 21, 27, 30}), frozenset({39, 10, 11, 46, 19, 21, 24, 27, 30})]",3,"[[np.int64(14), 41], [41, 24]]","[[21, 15, 17], [19, 15, 21], [19, 25, 17]]","[{29}, {16}, {31}]"
"[frozenset({np.int64(32), np.int64(35), np.int64(7), np.int64(40), np.int64(45), np.int64(14), np.int64(20), np.int64(28), np.int64(31)}), frozenset({32, 7, 40, 45, 14, 20, 25, 28, 31}), frozenset({7, 40, 41, 45, 14, 20, 25, 28, 31}), frozenset({7, 40, 41, 45, 14, 17, 20, 28, 31})]",4,"[[np.int64(35), 25], [32, 41], [25, 17]]","[[17, 17, 23], [21, 17, 15], [15, 17, 21], [23, 17, 17]]","[{13}, {29}, {13}, {29}]"
"[frozenset({np.int64(35), np.int64(7), np.int64(39), np.int64(42), np.int64(11), np.int64(14), np.int64(20), np.int64(23), np.int64(26)}), frozenset({39, 7, 42, 11, 14, 20, 23, 26, 30}), frozenset({39, 7, 42, 11, 14, 20, 23, 30, 31}), frozenset({39, 7, 42, 11, 14, 17, 20, 23, 31})]",4,"[[np.int64(35), 30], [26, 31], [30, 17]]","[[17, 17, 23], [23, 17, 17], [15, 17, 21], [23, 17, 17]]","[{13}, {29}, {13}, {29}]"
"[frozenset({np.int64(32), np.int64(8), np.int64(9), np.int64(41), np.int64(12), np.int64(21), np.int64(25), np.int64(29), np.int64(30)}), frozenset({32, 8, 9, 41, 12, 21, 25, 28, 29}), frozenset({32, 36, 8, 9, 41, 12, 21, 28, 29})]",3,"[[np.int64(30), 28], [25, 36]]","[[17, 15, 21], [17, 21, 15], [17, 17, 23]]","[{13}, {31}, {13}]"
