barrier_sequence,sequence_length,barrier_changes,reward_path_lengths,choice_points
"[frozenset({np.int64(39), np.int64(9), np.int64(42), np.int64(44), np.int64(20), np.int64(22), np.int64(23), np.int64(26), np.int64(30)}), frozenset({39, 9, 42, 10, 44, 20, 22, 23, 30}), frozenset({39, 9, 10, 42, 44, 22, 23, 26, 30}), frozenset({39, 9, 42, 10, 44, 22, 23, 24, 30})]",4,"[[np.int64(26), 10], [20, 26], [26, 24]]","[[23, 17, 17], [15, 19, 17], [23, 17, 17], [15, 21, 17]]","[{29}, {17, 29, 31}, {29}, {31}]"
"[frozenset({np.int64(34), np.int64(36), np.int64(37), np.int64(10), np.int64(44), np.int64(45), np.int64(14), np.int64(15), np.int64(25)}), frozenset({34, 37, 10, 44, 45, 14, 15, 25, 27}), frozenset({34, 37, 10, 45, 14, 15, 24, 25, 27}), frozenset({34, 35, 37, 10, 45, 14, 15, 25, 27}), frozenset({34, 37, 10, 45, 14, 15, 25, 27, 28}), frozenset({34, 36, 37, 10, 45, 14, 15, 25, 28})]",6,"[[np.int64(36), 27], [44, 24], [24, 35], [35, 28], [27, 36]]","[[17, 15, 19], [19, 15, 17], [19, 21, 15], [19, 15, 21], [19, 17, 15], [17, 17, 21]]","[{16}, {16, 24, 36}, {36}, {16}, {16, 35, 36}, {16}]"
"[frozenset({np.int64(32), np.int64(39), np.int64(11), np.int64(44), np.int64(46), np.int64(16), np.int64(19), np.int64(26), np.int64(30)}), frozenset({32, 39, 11, 44, 46, 16, 19, 21, 30}), frozenset({32, 39, 11, 44, 13, 46, 19, 21, 30}), frozenset({32, 39, 11, 44, 13, 46, 19, 24, 30})]",4,"[[np.int64(26), 21], [16, 13], [21, 24]]","[[23, 17, 17], [17, 23, 17], [21, 15, 17], [17, 23, 17]]","[{29}, {31}, {29}, {31}]"
"[frozenset({np.int64(37), np.int64(7), np.int64(40), np.int64(11), np.int64(17), np.int64(20), np.int64(25), np.int64(27), np.int64(28)}), frozenset({37, 7, 40, 11, 20, 25, 27, 28, 30}), frozenset({37, 7, 40, 11, 16, 20, 25, 27, 28}), frozenset({37, 7, 40, 11, 20, 21, 25, 27, 28}), frozenset({35, 7, 40, 11, 20, 21, 25, 27, 28})]",5,"[[np.int64(17), 30], [30, 16], [16, 21], [37, 35]]","[[21, 17, 15], [17, 17, 23], [17, 19, 15], [19, 17, 15], [17, 17, 23]]","[{29}, {13}, {36}, {29, 36, 13}, {13}]"
"[frozenset({np.int64(32), np.int64(39), np.int64(8), np.int64(12), np.int64(46), np.int64(15), np.int64(21), np.int64(29), np.int64(30)}), frozenset({32, 39, 8, 12, 46, 15, 21, 24, 30}), frozenset({32, 34, 39, 8, 12, 46, 15, 21, 30}), frozenset({32, 34, 39, 8, 12, 46, 15, 16, 21})]",4,"[[np.int64(29), 24], [24, 34], [30, 16]]","[[17, 15, 21], [17, 23, 17], [17, 15, 19], [17, 23, 17]]","[{13}, {31}, {24, 13, 31}, {31}]"
"[frozenset({np.int64(39), np.int64(10), np.int64(42), np.int64(12), np.int64(15), np.int64(22), np.int64(24), np.int64(25), np.int64(30)}), frozenset({36, 39, 10, 42, 12, 15, 22, 25, 30}), frozenset({36, 39, 10, 11, 42, 15, 22, 25, 30}), frozenset({39, 10, 11, 42, 15, 20, 22, 25, 30})]",4,"[[np.int64(24), 36], [12, 11], [36, 20]]","[[15, 21, 17], [15, 17, 19], [17, 15, 19], [17, 23, 17]]","[{31}, {17}, {16}, {31}]"
"[frozenset({np.int64(35), np.int64(37), np.int64(7), np.int64(40), np.int64(11), np.int64(20), np.int64(21), np.int64(27), np.int64(28)}), frozenset({37, 7, 40, 11, 20, 21, 24, 27, 28}), frozenset({37, 7, 40, 11, 20, 21, 27, 28, 31}), frozenset({35, 37, 7, 40, 11, 20, 27, 28, 31})]",4,"[[np.int64(35), 24], [24, 31], [21, 35]]","[[19, 17, 25], [19, 21, 15], [21, 17, 15], [17, 17, 23]]","[{13}, {36}, {29}, {13}]"
"[frozenset({np.int64(34), np.int64(10), np.int64(45), np.int64(14), np.int64(15), np.int64(23), np.int64(25), np.int64(30), np.int64(31)}), frozenset({34, 10, 13, 45, 15, 14, 23, 25, 31}), frozenset({34, 39, 10, 45, 14, 15, 13, 25, 31}), frozenset({34, 39, 10, 42, 45, 14, 15, 25, 31})]",4,"[[np.int64(30), 13], [23, 39], [13, 42]]","[[17, 17, 21], [19, 17, 15], [19, 15, 17], [17, 15, 19]]","[{16}, {35}, {24}, {16}]"
"[frozenset({np.int64(32), np.int64(34), np.int64(39), np.int64(8), np.int64(12), np.int64(46), np.int64(15), np.int64(20), np.int64(21)}), frozenset({32, 34, 39, 8, 12, 46, 15, 21, 30}), frozenset({32, 39, 8, 12, 46, 15, 21, 24, 30}), frozenset({32, 36, 39, 8, 12, 46, 15, 21, 24})]",4,"[[np.int64(20), 30], [34, 24], [30, 36]]","[[17, 23, 17], [17, 15, 19], [17, 23, 17], [17, 17, 23]]","[{31}, {24, 13, 31}, {31}, {13}]"
"[frozenset({np.int64(32), np.int64(34), np.int64(36), np.int64(9), np.int64(11), np.int64(45), np.int64(20), np.int64(21), np.int64(28)}), frozenset({32, 34, 37, 9, 11, 45, 20, 21, 28}), frozenset({32, 35, 37, 9, 11, 45, 20, 21, 28}), frozenset({32, 37, 9, 11, 45, 15, 20, 21, 28})]",4,"[[np.int64(36), 37], [34, 35], [35, 15]]","[[17, 19, 25], [19, 19, 15], [19, 17, 25], [19, 21, 15]]","[{13}, {35, 36, 13}, {13}, {36}]"
"[frozenset({np.int64(37), np.int64(7), np.int64(40), np.int64(14), np.int64(20), np.int64(25), np.int64(26), np.int64(28), np.int64(31)}), frozenset({37, 7, 40, 42, 14, 20, 25, 28, 31}), frozenset({37, 7, 40, 42, 14, 20, 21, 25, 28}), frozenset({37, 7, 40, 42, 14, 15, 20, 25, 28}), frozenset({37, 7, 40, 14, 15, 20, 25, 27, 28}), frozenset({37, 7, 40, 14, 20, 25, 27, 28, 30})]",6,"[[np.int64(26), 42], [31, 21], [21, 15], [42, 27], [15, 30]]","[[21, 17, 15], [15, 17, 21], [23, 17, 17], [15, 19, 17], [17, 19, 15], [17, 17, 23]]","[{29}, {13}, {29}, {26}, {36}, {13}]"
"[frozenset({np.int64(34), np.int64(37), np.int64(8), np.int64(9), np.int64(45), np.int64(21), np.int64(27), np.int64(28), np.int64(30)}), frozenset({34, 37, 8, 9, 45, 20, 21, 27, 28}), frozenset({35, 37, 8, 9, 45, 20, 21, 27, 28}), frozenset({37, 8, 9, 45, 15, 20, 21, 27, 28})]",4,"[[np.int64(30), 20], [34, 35], [35, 15]]","[[19, 17, 25], [19, 19, 15], [19, 17, 25], [19, 21, 15]]","[{13}, {35, 36, 13}, {13}, {36}]"
"[frozenset({34, 37, 10, 45, 15, 19, 22, 25, 29}), frozenset({34, 37, 8, 10, 45, 15, 19, 22, 25}), frozenset({34, 35, 37, 8, 10, 45, 15, 22, 25}), frozenset({34, 37, 8, 10, 45, 15, 22, 24, 25}), frozenset({34, 37, 40, 8, 10, 45, 15, 22, 25}), frozenset({34, 37, 40, 10, 45, 15, 16, 22, 25})]",6,"[[29, 8], [19, 35], [35, 24], [24, 40], [8, 16]]","[[17, 19, 15], [19, 17, 15], [19, 15, 21], [19, 21, 15], [19, 15, 17], [17, 21, 17]]","[{36}, {16, 35, 36}, {16}, {36}, {16, 24, 36}, {36}]"
"[frozenset({np.int64(32), np.int64(34), np.int64(39), np.int64(8), np.int64(13), np.int64(46), np.int64(15), np.int64(21), np.int64(30)}), frozenset({32, 34, 39, 8, 46, 15, 16, 21, 30}), frozenset({32, 34, 39, 8, 10, 46, 15, 21, 30}), frozenset({32, 39, 8, 10, 46, 15, 21, 24, 30}), frozenset({32, 39, 8, 41, 10, 46, 15, 21, 30})]",5,"[[np.int64(13), 16], [16, 10], [34, 24], [24, 41]]","[[21, 15, 19], [17, 25, 19], [19, 15, 19], [19, 25, 17], [19, 15, 21]]","[{24}, {31}, {16, 24, 31}, {31}, {16}]"
"[frozenset({np.int64(34), np.int64(37), np.int64(10), np.int64(12), np.int64(45), np.int64(15), np.int64(19), np.int64(22), np.int64(25)}), frozenset({34, 37, 8, 10, 45, 15, 19, 22, 25}), frozenset({34, 35, 37, 8, 10, 45, 15, 22, 25}), frozenset({34, 37, 8, 10, 45, 15, 22, 24, 25}), frozenset({34, 37, 40, 8, 10, 45, 15, 22, 25}), frozenset({34, 37, 40, 10, 45, 15, 16, 22, 25})]",6,"[[np.int64(12), 8], [19, 35], [35, 24], [24, 40], [8, 16]]","[[17, 19, 15], [19, 17, 15], [19, 15, 21], [19, 21, 15], [19, 15, 17], [17, 21, 17]]","[{17, 35, 36}, {16, 35, 36}, {16}, {36}, {16, 24, 36}, {36}]"
"[frozenset({np.int64(32), np.int64(35), np.int64(8), np.int64(9), np.int64(41), np.int64(11), np.int64(16), np.int64(21), np.int64(28)}), frozenset({32, 35, 8, 9, 41, 11, 20, 21, 28}), frozenset({32, 34, 8, 9, 41, 11, 20, 21, 28}), frozenset({32, 34, 8, 9, 41, 11, 21, 28, 30}), frozenset({32, 34, 8, 9, 41, 11, 16, 21, 28})]",5,"[[np.int64(16), 20], [35, 34], [20, 30], [30, 16]]","[[17, 23, 17], [17, 17, 23], [17, 19, 15], [17, 17, 23], [17, 21, 15]]","[{31}, {13}, {35, 13, 31}, {13}, {31}]"
"[frozenset({np.int64(7), np.int64(42), np.int64(10), np.int64(44), np.int64(20), np.int64(22), np.int64(23), np.int64(27), np.int64(30)}), frozenset({7, 42, 44, 17, 20, 22, 23, 27, 30}), frozenset({7, 42, 44, 13, 20, 22, 23, 27, 30}), frozenset({7, 42, 44, 13, 22, 23, 26, 27, 30})]",4,"[[np.int64(10), 17], [17, 13], [20, 26]]","[[15, 19, 17], [23, 17, 17], [15, 21, 17], [23, 17, 17]]","[{17, 29, 31}, {29}, {31}, {29}]"
"[frozenset({np.int64(34), np.int64(37), np.int64(41), np.int64(10), np.int64(13), np.int64(14), np.int64(15), np.int64(25), np.int64(28)}), frozenset({34, 36, 37, 41, 10, 14, 15, 25, 28}), frozenset({34, 37, 41, 10, 14, 15, 25, 28, 29}), frozenset({34, 37, 41, 10, 14, 15, 25, 29, 30})]",4,"[[np.int64(13), 36], [36, 29], [28, 30]]","[[21, 17, 17], [17, 17, 21], [17, 21, 17], [17, 15, 19]]","[{35}, {16}, {26}, {16}]"
"[frozenset({np.int64(37), np.int64(7), np.int64(44), np.int64(14), np.int64(46), np.int64(16), np.int64(20), np.int64(28), np.int64(30)}), frozenset({37, 7, 44, 46, 14, 17, 20, 28, 30}), frozenset({36, 37, 7, 44, 14, 46, 20, 28, 30}), frozenset({36, 37, 7, 44, 46, 14, 17, 20, 28})]",4,"[[np.int64(16), 17], [17, 36], [30, 17]]","[[15, 21, 19], [25, 17, 19], [15, 17, 21], [23, 17, 17]]","[{26}, {29}, {13}, {29}]"
"[frozenset({np.int64(34), np.int64(37), np.int64(40), np.int64(10), np.int64(12), np.int64(15), np.int64(18), np.int64(25), np.int64(29)}), frozenset({34, 37, 40, 10, 11, 15, 18, 25, 29}), frozenset({32, 34, 37, 40, 10, 11, 15, 18, 25}), frozenset({32, 34, 37, 40, 10, 15, 18, 20, 25})]",4,"[[np.int64(12), 11], [29, 32], [11, 20]]","[[15, 17, 19], [17, 15, 19], [19, 15, 17], [17, 21, 17]]","[{17}, {16}, {16, 24, 36}, {36}]"
"[frozenset({np.int64(32), np.int64(8), np.int64(9), np.int64(41), np.int64(20), np.int64(21), np.int64(23), np.int64(25), np.int64(30)}), frozenset({32, 34, 8, 9, 41, 20, 21, 23, 25}), frozenset({32, 34, 36, 8, 9, 41, 21, 23, 25}), frozenset({32, 34, 8, 9, 41, 18, 21, 23, 25}), frozenset({32, 34, 8, 9, 41, 21, 23, 24, 25})]",5,"[[np.int64(30), 34], [20, 36], [36, 18], [18, 24]]","[[17, 17, 23], [17, 19, 15], [17, 17, 23], [19, 17, 15], [17, 21, 15]]","[{13}, {35, 13, 31}, {13}, {35}, {31}]"
"[frozenset({np.int64(39), np.int64(8), np.int64(42), np.int64(15), np.int64(16), np.int64(19), np.int64(21), np.int64(27), np.int64(30)}), frozenset({39, 8, 10, 42, 15, 19, 21, 27, 30}), frozenset({39, 8, 10, 42, 15, 19, 24, 27, 30}), frozenset({39, 8, 42, 10, 15, 19, 26, 27, 30})]",4,"[[np.int64(16), 10], [21, 24], [24, 26]]","[[17, 23, 17], [19, 15, 17], [17, 23, 17], [21, 15, 17]]","[{31}, {16, 29, 31}, {31}, {29}]"
"[frozenset({np.int64(39), np.int64(42), np.int64(11), np.int64(19), np.int64(21), np.int64(24), np.int64(25), np.int64(27), np.int64(30)}), frozenset({39, 10, 11, 42, 19, 21, 25, 27, 30}), frozenset({39, 10, 11, 42, 19, 20, 25, 27, 30}), frozenset({39, 10, 11, 42, 17, 19, 25, 27, 30}), frozenset({36, 39, 10, 11, 42, 19, 25, 27, 30})]",5,"[[np.int64(24), 10], [21, 20], [20, 17], [17, 36]]","[[17, 23, 17], [19, 15, 17], [17, 23, 17], [21, 15, 17], [17, 15, 19]]","[{31}, {16, 29, 31}, {31}, {29}, {16}]"
"[frozenset({np.int64(37), np.int64(39), np.int64(10), np.int64(46), np.int64(17), np.int64(18), np.int64(19), np.int64(24), np.int64(30)}), frozenset({37, 39, 10, 46, 17, 18, 19, 25, 30}), frozenset({37, 39, 10, 46, 18, 19, 20, 25, 30}), frozenset({37, 39, 10, 14, 46, 18, 19, 25, 30}), frozenset({37, 39, 7, 10, 46, 18, 19, 25, 30}), frozenset({7, 39, 10, 46, 18, 19, 25, 26, 30})]",6,"[[np.int64(24), 25], [17, 20], [20, 14], [14, 7], [37, 26]]","[[17, 23, 19], [23, 15, 19], [15, 21, 19], [17, 15, 19], [15, 17, 19], [23, 17, 17]]","[{26}, {29}, {26}, {16, 26, 29}, {17, 26, 29}, {29}]"
"[frozenset({np.int64(34), np.int64(37), np.int64(10), np.int64(11), np.int64(45), np.int64(15), np.int64(19), np.int64(22), np.int64(25)}), frozenset({34, 35, 37, 10, 11, 45, 15, 22, 25}), frozenset({34, 37, 10, 11, 45, 15, 20, 22, 25}), frozenset({34, 37, 40, 10, 11, 45, 15, 22, 25}), frozenset({34, 37, 40, 10, 45, 15, 16, 22, 25})]",5,"[[np.int64(19), 35], [35, 20], [20, 40], [11, 16]]","[[19, 17, 15], [19, 15, 21], [19, 21, 15], [19, 15, 17], [17, 21, 17]]","[{16, 35, 36}, {16}, {36}, {16, 24, 36}, {36}]"
"[frozenset({np.int64(32), np.int64(34), np.int64(41), np.int64(11), np.int64(44), np.int64(15), np.int64(20), np.int64(21), np.int64(25)}), frozenset({32, 34, 41, 10, 11, 44, 15, 21, 25}), frozenset({32, 34, 41, 10, 11, 15, 21, 23, 25}), frozenset({32, 34, 41, 10, 11, 15, 21, 25, 30}), frozenset({32, 34, 41, 10, 11, 15, 21, 24, 25}), frozenset({32, 34, 36, 41, 10, 11, 15, 21, 24})]",6,"[[np.int64(20), 10], [44, 23], [23, 30], [30, 24], [25, 36]]","[[17, 23, 17], [19, 15, 17], [19, 17, 15], [19, 15, 21], [19, 23, 15], [19, 17, 23]]","[{31}, {16, 24, 31}, {16, 35, 31}, {16}, {31}, {16}]"
"[frozenset({np.int64(35), np.int64(9), np.int64(10), np.int64(42), np.int64(44), np.int64(20), np.int64(22), np.int64(23), np.int64(26)}), frozenset({9, 42, 10, 44, 20, 22, 23, 26, 30}), frozenset({9, 42, 10, 44, 13, 20, 22, 23, 30}), frozenset({9, 10, 42, 44, 13, 22, 23, 26, 30})]",4,"[[np.int64(35), 30], [26, 13], [20, 26]]","[[17, 19, 23], [25, 19, 17], [15, 21, 17], [23, 17, 17]]","[{17}, {29}, {31}, {29}]"
"[frozenset({32, 39, 11, 46, 15, 16, 19, 26, 30}), frozenset({32, 39, 11, 46, 15, 16, 19, 21, 30}), frozenset({32, 39, 11, 13, 46, 15, 19, 21, 30}), frozenset({32, 39, 11, 13, 46, 15, 19, 24, 30})]",4,"[[26, 21], [16, 13], [21, 24]]","[[23, 17, 17], [17, 23, 17], [21, 15, 17], [17, 23, 17]]","[{29}, {31}, {29}, {31}]"
"[frozenset({np.int64(32), np.int64(39), np.int64(8), np.int64(41), np.int64(12), np.int64(46), np.int64(16), np.int64(21), np.int64(29)}), frozenset({32, 39, 8, 41, 12, 46, 21, 25, 29}), frozenset({32, 8, 41, 12, 46, 21, 24, 25, 29}), frozenset({32, 36, 8, 41, 12, 46, 21, 24, 29})]",4,"[[np.int64(16), 25], [39, 24], [25, 36]]","[[17, 23, 17], [17, 15, 21], [17, 21, 15], [17, 17, 23]]","[{31}, {13}, {31}, {13}]"
"[frozenset({np.int64(32), np.int64(34), np.int64(37), np.int64(10), np.int64(12), np.int64(45), np.int64(18), np.int64(24), np.int64(25)}), frozenset({34, 37, 41, 10, 12, 45, 18, 24, 25}), frozenset({34, 37, 41, 10, 44, 12, 45, 18, 25}), frozenset({34, 37, 10, 12, 44, 45, 18, 21, 25})]",4,"[[np.int64(32), 41], [24, 44], [41, 21]]","[[17, 19, 15], [15, 19, 17], [15, 17, 19], [21, 17, 17]]","[{36}, {26}, {24, 17, 26}, {24}]"
"[frozenset({np.int64(34), np.int64(37), np.int64(41), np.int64(10), np.int64(14), np.int64(15), np.int64(25), np.int64(28), np.int64(30)}), frozenset({34, 37, 41, 10, 14, 15, 17, 25, 28}), frozenset({34, 37, 41, 10, 14, 15, 25, 28, 29}), frozenset({34, 37, 41, 10, 14, 15, 25, 29, 30})]",4,"[[np.int64(30), 17], [17, 29], [28, 30]]","[[17, 17, 21], [21, 17, 17], [17, 21, 17], [17, 15, 19]]","[{16}, {35}, {26}, {16}]"
"[frozenset({np.int64(32), np.int64(35), np.int64(7), np.int64(40), np.int64(9), np.int64(14), np.int64(20), np.int64(28), np.int64(31)}), frozenset({32, 7, 40, 9, 14, 20, 25, 28, 31}), frozenset({7, 40, 9, 42, 14, 20, 25, 28, 31}), frozenset({7, 40, 9, 42, 14, 17, 20, 28, 31})]",4,"[[np.int64(35), 25], [32, 42], [25, 17]]","[[17, 17, 23], [21, 17, 15], [15, 17, 21], [23, 17, 17]]","[{13}, {29}, {13}, {29}]"
"[frozenset({np.int64(37), np.int64(41), np.int64(10), np.int64(12), np.int64(15), np.int64(18), np.int64(24), np.int64(25), np.int64(29)}), frozenset({37, 39, 41, 10, 12, 15, 18, 25, 29}), frozenset({37, 39, 8, 41, 10, 15, 18, 25, 29}), frozenset({37, 8, 41, 10, 15, 18, 19, 25, 29})]",4,"[[np.int64(24), 39], [12, 8], [39, 19]]","[[15, 19, 17], [15, 17, 19], [17, 15, 19], [17, 21, 17]]","[{26}, {17}, {16}, {26}]"
"[frozenset({np.int64(34), np.int64(37), np.int64(10), np.int64(45), np.int64(14), np.int64(15), np.int64(17), np.int64(19), np.int64(25)}), frozenset({34, 37, 40, 10, 45, 14, 15, 17, 25}), frozenset({34, 37, 40, 41, 10, 45, 14, 15, 25}), frozenset({34, 37, 41, 10, 45, 14, 15, 20, 25})]",4,"[[np.int64(19), 40], [17, 41], [40, 20]]","[[19, 17, 15], [19, 15, 17], [17, 15, 19], [17, 21, 17]]","[{35}, {24}, {16, 24, 26}, {26}]"
"[frozenset({np.int64(35), np.int64(39), np.int64(8), np.int64(10), np.int64(42), np.int64(15), np.int64(21), np.int64(27), np.int64(30)}), frozenset({39, 8, 42, 10, 15, 21, 24, 27, 30}), frozenset({34, 39, 8, 10, 42, 15, 21, 27, 30}), frozenset({34, 39, 8, 10, 42, 15, 20, 27, 30}), frozenset({34, 39, 8, 10, 42, 15, 26, 27, 30})]",5,"[[np.int64(35), 24], [24, 34], [21, 20], [20, 26]]","[[19, 15, 21], [19, 25, 17], [19, 15, 19], [17, 25, 19], [21, 15, 19]]","[{16}, {31}, {16, 24, 31}, {31}, {24}]"
"[frozenset({np.int64(36), np.int64(7), np.int64(40), np.int64(9), np.int64(11), np.int64(20), np.int64(21), np.int64(27), np.int64(28)}), frozenset({37, 7, 40, 9, 11, 20, 21, 27, 28}), frozenset({37, 7, 40, 9, 11, 20, 27, 28, 30}), frozenset({37, 7, 40, 9, 11, 17, 20, 27, 28})]",4,"[[np.int64(36), 37], [21, 30], [30, 17]]","[[17, 17, 23], [19, 17, 15], [17, 17, 23], [21, 17, 15]]","[{13}, {29, 36, 13}, {13}, {29}]"
"[frozenset({np.int64(32), np.int64(34), np.int64(9), np.int64(11), np.int64(45), np.int64(20), np.int64(21), np.int64(26), np.int64(28)}), frozenset({32, 34, 36, 9, 11, 45, 20, 21, 28}), frozenset({32, 34, 37, 9, 11, 45, 20, 21, 28}), frozenset({32, 35, 37, 9, 11, 45, 20, 21, 28}), frozenset({32, 37, 9, 11, 45, 15, 20, 21, 28})]",5,"[[np.int64(26), 36], [36, 37], [34, 35], [35, 15]]","[[21, 19, 15], [17, 19, 25], [19, 19, 15], [19, 17, 25], [19, 21, 15]]","[{35}, {13}, {35, 36, 13}, {13}, {36}]"
"[frozenset({np.int64(35), np.int64(7), np.int64(40), np.int64(11), np.int64(20), np.int64(21), np.int64(23), np.int64(27), np.int64(28)}), frozenset({37, 7, 40, 11, 20, 21, 23, 27, 28}), frozenset({35, 37, 7, 40, 11, 20, 23, 27, 28}), frozenset({37, 7, 40, 11, 17, 20, 23, 27, 28})]",4,"[[np.int64(35), 37], [21, 35], [35, 17]]","[[17, 17, 23], [19, 17, 15], [17, 17, 23], [21, 17, 15]]","[{13}, {29, 36, 13}, {13}, {29}]"
"[frozenset({np.int64(34), np.int64(36), np.int64(37), np.int64(41), np.int64(10), np.int64(11), np.int64(18), np.int64(19), np.int64(25)}), frozenset({34, 37, 41, 10, 11, 18, 19, 20, 25}), frozenset({34, 37, 41, 10, 11, 13, 18, 19, 25}), frozenset({34, 37, 9, 10, 41, 13, 18, 19, 25})]",4,"[[np.int64(36), 20], [20, 13], [11, 9]]","[[17, 17, 21], [17, 21, 17], [21, 17, 17], [15, 19, 17]]","[{16}, {26}, {35}, {26}]"
"[frozenset({np.int64(34), np.int64(37), np.int64(8), np.int64(10), np.int64(45), np.int64(15), np.int64(20), np.int64(25), np.int64(27)}), frozenset({34, 37, 8, 40, 10, 45, 15, 25, 27}), frozenset({34, 37, 8, 10, 45, 15, 23, 25, 27}), frozenset({34, 35, 37, 8, 10, 45, 15, 25, 27})]",4,"[[np.int64(20), 40], [40, 23], [23, 35]]","[[19, 21, 15], [19, 15, 17], [19, 17, 15], [19, 15, 21]]","[{36}, {16, 24, 36}, {16, 35, 36}, {16}]"
"[frozenset({np.int64(39), np.int64(8), np.int64(42), np.int64(13), np.int64(46), np.int64(19), np.int64(21), np.int64(27), np.int64(30)}), frozenset({39, 8, 42, 46, 16, 19, 21, 27, 30}), frozenset({39, 8, 42, 10, 46, 19, 21, 27, 30}), frozenset({39, 8, 10, 42, 46, 19, 20, 27, 30})]",4,"[[np.int64(13), 16], [16, 10], [21, 20]]","[[21, 15, 17], [17, 23, 17], [19, 15, 17], [17, 23, 17]]","[{29}, {31}, {16, 29, 31}, {31}]"
"[frozenset({np.int64(7), np.int64(44), np.int64(46), np.int64(14), np.int64(20), np.int64(25), np.int64(26), np.int64(28), np.int64(30)}), frozenset({37, 7, 44, 14, 46, 20, 25, 28, 30}), frozenset({37, 7, 44, 46, 15, 14, 20, 25, 28}), frozenset({37, 7, 44, 14, 46, 20, 21, 25, 28}), frozenset({35, 37, 7, 44, 14, 46, 20, 25, 28})]",5,"[[np.int64(26), 37], [30, 15], [15, 21], [21, 35]]","[[23, 17, 17], [15, 17, 19], [15, 19, 17], [23, 17, 17], [15, 17, 21]]","[{29}, {26, 29, 13}, {26}, {29}, {13}]"
"[frozenset({np.int64(32), np.int64(34), np.int64(37), np.int64(13), np.int64(45), np.int64(17), np.int64(18), np.int64(19), np.int64(25)}), frozenset({32, 34, 37, 13, 45, 18, 19, 20, 25}), frozenset({34, 37, 13, 45, 46, 18, 19, 20, 25}), frozenset({34, 37, 45, 13, 46, 17, 18, 19, 25})]",4,"[[np.int64(17), 20], [32, 46], [20, 17]]","[[19, 17, 15], [17, 19, 15], [15, 19, 17], [21, 17, 17]]","[{35}, {36}, {26}, {35}]"
"[frozenset({np.int64(32), np.int64(34), np.int64(7), np.int64(41), np.int64(11), np.int64(20), np.int64(21), np.int64(23), np.int64(27)}), frozenset({32, 36, 7, 41, 11, 20, 21, 23, 27}), frozenset({32, 7, 41, 11, 20, 21, 23, 27, 29}), frozenset({32, 36, 7, 41, 11, 21, 23, 27, 29})]",4,"[[np.int64(34), 36], [36, 29], [20, 36]]","[[17, 19, 15], [17, 17, 23], [17, 21, 15], [17, 17, 23]]","[{35, 13, 31}, {13}, {31}, {13}]"
"[frozenset({np.int64(7), np.int64(42), np.int64(10), np.int64(44), np.int64(45), np.int64(18), np.int64(20), np.int64(28), np.int64(30)}), frozenset({7, 42, 10, 44, 18, 20, 26, 28, 30}), frozenset({37, 7, 42, 10, 44, 18, 20, 28, 30}), frozenset({37, 7, 42, 44, 17, 18, 20, 28, 30}), frozenset({37, 7, 42, 44, 15, 18, 20, 28, 30})]",5,"[[np.int64(45), 26], [26, 37], [10, 17], [17, 15]]","[[15, 19, 21], [25, 19, 17], [15, 19, 19], [25, 17, 19], [15, 21, 19]]","[{17}, {29}, {17, 26, 29}, {29}, {26}]"
"[frozenset({np.int64(34), np.int64(37), np.int64(10), np.int64(45), np.int64(14), np.int64(18), np.int64(19), np.int64(22), np.int64(25)}), frozenset({34, 37, 9, 10, 45, 18, 19, 22, 25}), frozenset({34, 37, 9, 10, 45, 18, 19, 25, 30}), frozenset({34, 37, 9, 10, 45, 18, 19, 25, 26}), frozenset({34, 37, 9, 10, 45, 46, 18, 19, 25}), frozenset({34, 37, 10, 45, 46, 17, 18, 19, 25})]",6,"[[np.int64(14), 9], [22, 30], [30, 26], [26, 46], [9, 17]]","[[19, 17, 15], [17, 19, 15], [15, 19, 21], [21, 19, 15], [15, 19, 17], [21, 17, 17]]","[{16, 35, 36}, {17, 35, 36}, {17}, {35}, {17, 26, 35}, {35}]"
"[frozenset({np.int64(32), np.int64(34), np.int64(8), np.int64(41), np.int64(12), np.int64(16), np.int64(21), np.int64(25), np.int64(29)}), frozenset({32, 34, 8, 41, 44, 12, 21, 25, 29}), frozenset({32, 34, 8, 41, 44, 12, 16, 21, 25}), frozenset({32, 34, 8, 41, 12, 44, 17, 21, 25}), frozenset({32, 34, 8, 41, 12, 17, 21, 25, 28}), frozenset({32, 34, 36, 8, 41, 12, 21, 25, 28})]",6,"[[np.int64(16), 44], [29, 16], [16, 17], [44, 28], [17, 36]]","[[17, 21, 15], [17, 15, 21], [17, 23, 17], [19, 15, 17], [19, 17, 15], [17, 17, 23]]","[{31}, {13}, {31}, {24}, {35}, {13}]"
"[frozenset({np.int64(39), np.int64(10), np.int64(42), np.int64(17), np.int64(18), np.int64(19), np.int64(22), np.int64(24), np.int64(30)}), frozenset({39, 42, 10, 17, 18, 19, 22, 25, 30}), frozenset({39, 42, 10, 16, 18, 19, 22, 25, 30}), frozenset({39, 10, 42, 16, 18, 19, 22, 26, 30})]",4,"[[np.int64(24), 25], [17, 16], [25, 26]]","[[17, 23, 17], [21, 15, 17], [15, 21, 17], [23, 17, 17]]","[{31}, {29}, {31}, {29}]"
